,0
0,0.2339
1,0.1673
2,0.3692
3,0.2386
4,0.6419
5,0.6276
6,0.7155
7,0.4229
8,0.5035
9,0.1802
10,0.7057
11,0.1784
12,0.3901
13,0.412
14,0.372
15,0.2573
16,0.2572
17,0.669
18,0.5295
19,0.5749
20,0.2502
21,0.4417
22,0.329
23,0.5299
24,0.4034
25,0.8436
26,0.3391
27,0.6804
28,0.4456
29,0.2255
30,1.1732
31,0.2251
32,0.3967
33,0.5975
34,0.3148
35,0.4035
36,0.6668
37,0.4075
38,0.707
39,0.7044
40,0.5159
41,0.4116
42,0.899
43,0.3314
44,0.1657
45,0.2332
46,0.9725
47,0.3306
48,0.4512
49,0.6735
50,0.1504
51,0.2918
52,0.6965
53,0.5399
54,0.4583
55,1.1014
56,0.7855
57,0.4222
58,0.5907
59,0.4375
60,0.1352
61,0.4209
62,0.2892
63,0.2117
64,0.7051
65,0.2947
66,0.1481
67,0.5995
68,0.6681
69,0.6201
70,0.4407
71,0.6114
72,0.4117
73,0.2043
74,0.333
75,0.2832
76,0.7189
77,0.1751
78,0.3409
79,0.2637
80,0.809
81,0.7592
82,0.5102
83,0.6276
84,0.4984
85,0.5443
86,0.2543
87,0.4462
88,0.3482
89,0.4397
90,0.1953
91,0.162
92,0.4284
93,0.5309
94,0.1393
95,0.1769
96,0.5967
97,0.1513
98,0.3425
99,0.4536
100,0.2708
101,0.2302
102,0.2708
103,0.3588
104,0.4506
105,0.3077
106,0.7144
107,0.5475
108,0.1463
109,0.4871
110,0.3571
111,0.8148
112,0.8245
113,0.7491
114,0.4483
115,1.1432
116,0.353
117,0.3922
118,0.5271
119,0.4973
120,0.3205
121,0.2468
122,0.2297
123,0.1518
124,0.6533
125,0.2767
126,0.1559
127,0.3531
128,0.3854
129,0.4216
130,0.7147
131,0.3867
132,0.3187
133,0.3988
134,0.6508
135,0.2005
136,0.4915
137,0.7794
138,0.3485
139,0.6028
140,0.7185
141,0.194
142,0.1622
143,0.3998
144,0.5629
145,0.4289
146,0.3035
147,0.4862
148,0.8478
149,0.9186
150,0.8922
151,0.7216
152,0.5735
153,0.743
154,0.8467
155,0.148
156,0.1546
157,0.2734
158,0.5898
159,0.4821
160,0.5319
161,0.4305
162,1.1006
163,0.3886
164,0.6434
165,0.917
166,0.2765
167,0.4489
168,0.7733
169,0.396
170,0.7948
171,1.3592
172,0.6035
173,0.1977
174,0.3057
175,0.8538
176,0.4678
177,0.4151
178,0.1686
179,0.4378
180,0.4766
181,0.4038
182,0.2928
183,0.7079
184,0.7156
185,0.1431
186,0.2117
187,0.8921
188,0.5046
189,0.6688
190,0.3847
191,0.0941
192,0.4212
193,0.6116
194,0.7068
195,0.6242
196,0.3496
197,0.3406
198,0.4501
199,0.8146
200,0.6211
201,0.3389
202,0.3942
203,0.2699
204,0.6016
205,0.4643
206,0.3027
207,0.1603
208,0.7125
209,0.7893
210,0.4482
211,0.2742
212,1.1508
213,0.5443
214,0.5894
215,0.4606
216,0.4851
217,0.1707
218,0.5455
219,0.9019
220,0.5129
221,0.288
222,0.3358
223,0.2901
224,0.8287
225,0.2503
226,0.5946
227,0.2717
228,0.4926
229,0.1391
230,0.8097
231,0.3634
232,0.1483
233,0.2878
234,0.1801
235,0.5751
236,0.7198
237,1.1171
238,0.9678
239,0.3158
240,1.6821
241,0.3729
242,0.2978
243,0.9433
244,0.4369
245,0.7351
246,0.5831
247,0.7131
248,0.2456
249,0.1586
250,0.5534
251,0.1445
252,0.1714
253,0.484
254,0.4555
255,0.3011
256,0.5353
257,0.3977
258,0.4657
259,0.3848
260,0.4481
261,0.2812
262,0.2571
263,0.8252
264,0.1903
265,0.2639
266,0.657
267,0.8336
268,0.8332
269,0.425
270,0.5162
271,0.3323
272,0.181
273,0.1538
274,0.9894
275,0.6785
276,0.591
277,0.5081
278,0.6192
279,0.4878
280,0.4832
281,0.9723
282,0.1993
283,0.8958
284,0.8554
285,0.2886
286,0.7731
287,0.6273
288,0.668
289,0.1799
290,1.1493
291,0.5855
292,0.6554
293,0.3463
294,0.4239
295,0.2941
296,0.3777
297,0.2477
298,0.8012
299,0.5568
300,0.1574
301,0.125
302,0.5289
303,0.5038
304,0.2542
305,0.1326
306,0.4296
307,0.6565
308,0.2998
309,0.4142
310,0.2297
311,0.4867
312,0.2394
313,0.9339
314,0.2223
315,0.4837
316,0.4155
317,0.7573
318,0.7981
319,0.3141
320,0.3307
321,0.4075
322,0.2202
323,0.4835
324,0.8771
325,0.2034
326,0.6052
327,0.4145
328,0.776
329,0.4843
330,1.1346
331,0.4812
332,0.5214
333,0.6173
334,0.3119
335,0.9156
336,0.1906
