,0
0,0.509
1,0.408
2,0.512
3,0.363
4,0.617
5,0.64
6,0.44
7,0.48
8,0.372
9,0.409
10,0.49
11,0.375
12,0.362
13,0.394
14,0.54
15,0.554
16,0.355
17,0.54
18,0.625
19,0.509
20,0.463
21,0.525
22,0.606
23,0.641
24,0.541
25,0.38
26,0.403
27,0.386
28,0.474
29,0.494
30,0.436
31,0.533
32,0.489
33,0.449
34,0.389
35,0.58
36,0.562
37,0.615
38,0.457
39,0.53
40,0.527
41,0.599
42,0.462
43,0.607
44,0.493
45,0.375
46,0.595
47,0.523
48,0.461
49,0.466
50,0.586
51,0.437
52,0.372
53,0.464
54,0.493
55,0.593
56,0.377
57,0.525
58,0.399
59,0.641
60,0.365
61,0.408
62,0.429
63,0.531
64,0.472
65,0.514
66,0.463
67,0.61
68,0.384
69,0.422
70,0.54
71,0.398
72,0.569
73,0.626
74,0.619
75,0.594
76,0.388
77,0.522
78,0.543
79,0.633
80,0.473
81,0.597
82,0.567
83,0.601
84,0.584
85,0.627
86,0.628
87,0.557
88,0.481
89,0.425
90,0.629
91,0.537
92,0.448
93,0.35
94,0.588
95,0.471
96,0.483
97,0.629
98,0.423
99,0.488
100,0.444
101,0.427
102,0.532
103,0.35
104,0.596
105,0.518
106,0.408
107,0.377
108,0.54
109,0.536
110,0.421
111,0.386
112,0.429
113,0.612
114,0.641
115,0.522
116,0.382
117,0.582
118,0.615
119,0.638
120,0.379
121,0.373
122,0.64
123,0.395
124,0.459
125,0.475
126,0.491
127,0.495
128,0.508
129,0.403
130,0.5
131,0.514
132,0.597
133,0.452
134,0.568
135,0.363
136,0.55
137,0.486
138,0.612
139,0.461
140,0.51
141,0.418
142,0.387
143,0.632
144,0.623
145,0.567
146,0.618
147,0.413
148,0.483
149,0.429
150,0.494
151,0.644
152,0.612
153,0.642
154,0.565
155,0.606
156,0.526
157,0.434
158,0.426
159,0.486
160,0.467
161,0.645
162,0.434
163,0.391
164,0.447
165,0.519
166,0.46
167,0.459
168,0.477
169,0.432
170,0.602
171,0.501
172,0.617
173,0.467
174,0.461
175,0.546
176,0.43
177,0.423
178,0.532
179,0.598
180,0.495
181,0.369
182,0.374
183,0.402
184,0.537
185,0.55
186,0.594
187,0.417
188,0.591
189,0.525
190,0.428
191,0.535
192,0.498
193,0.386
194,0.388
195,0.639
196,0.561
197,0.399
198,0.444
199,0.452
200,0.574
201,0.525
202,0.46
203,0.481
204,0.36
205,0.465
206,0.474
207,0.647
208,0.649
209,0.587
210,0.648
211,0.528
212,0.365
213,0.421
214,0.406
215,0.602
216,0.597
217,0.424
218,0.389
219,0.406
220,0.615
221,0.595
222,0.571
223,0.48
224,0.559
225,0.559
226,0.544
227,0.578
228,0.57
229,0.584
230,0.359
231,0.483
232,0.491
233,0.36
234,0.556
235,0.51
236,0.472
237,0.365
238,0.48
239,0.41
240,0.555
241,0.601
242,0.564
243,0.602
244,0.622
245,0.482
246,0.518
247,0.482
248,0.414
249,0.431
250,0.554
251,0.453
252,0.361
253,0.65
254,0.521
255,0.452
256,0.402
257,0.556
258,0.478
259,0.386
260,0.547
261,0.432
262,0.421
263,0.35
264,0.523
265,0.647
266,0.63
267,0.491
268,0.558
269,0.506
270,0.499
271,0.628
272,0.372
273,0.627
274,0.465
275,0.551
276,0.403
277,0.359
278,0.377
279,0.375
280,0.471
281,0.444
282,0.562
283,0.41
284,0.623
285,0.605
286,0.404
287,0.622
288,0.494
289,0.48
290,0.557
291,0.436
292,0.398
293,0.434
294,0.631
295,0.596
296,0.511
297,0.52
298,0.509
299,0.389
300,0.49
301,0.515
302,0.372
303,0.512
304,0.491
305,0.526
306,0.411
307,0.542
308,0.484
309,0.48
310,0.375
311,0.422
312,0.632
313,0.379
314,0.516
315,0.491
316,0.55
317,0.643
318,0.533
319,0.492
320,0.569
321,0.398
322,0.449
323,0.621
324,0.518
325,0.404
326,0.441
327,0.59
328,0.567
329,0.37
330,0.537
331,0.482
332,0.397
