,0
0,0.2929
1,0.1463
2,0.421
3,0.2793
4,0.6766
5,0.6377
6,0.6693
7,0.5605
8,0.6312
9,0.1278
10,0.7175
11,0.1474
12,0.5903
13,0.3059
14,0.3636
15,0.3176
16,0.3262
17,0.7512
18,0.5219
19,0.6408
20,0.2955
21,0.3427
22,0.2588
23,0.5204
24,0.5054
25,0.7513
26,0.3225
27,0.5988
28,0.3588
29,0.2065
30,1.0233
31,0.2552
32,0.4291
33,0.5434
34,0.4047
35,0.3422
36,0.6798
37,0.4434
38,0.6622
39,0.7139
40,0.5827
41,0.4662
42,0.8821
43,0.2992
44,0.1735
45,0.2156
46,0.8727
47,0.306
48,0.6051
49,0.6421
50,0.142
51,0.3196
52,0.603
53,0.4801
54,0.3841
55,0.7934
56,0.8594
57,0.4421
58,0.66
59,0.5684
60,0.1246
61,0.3478
62,0.3313
63,0.2013
64,0.7639
65,0.3332
66,0.133
67,0.5054
68,0.9128
69,0.5289
70,0.3988
71,0.6363
72,0.4344
73,0.1705
74,0.2634
75,0.2235
76,0.7121
77,0.1362
78,0.2878
79,0.2349
80,0.7728
81,0.7814
82,0.5573
83,0.6692
84,0.5101
85,0.7023
86,0.262
87,0.2929
88,0.3958
89,0.4454
90,0.2149
91,0.1716
92,0.4042
93,0.5219
94,0.1404
95,0.1585
96,0.5696
97,0.2008
98,0.3382
99,0.4426
100,0.2042
101,0.1875
102,0.3153
103,0.4292
104,0.4977
105,0.349
106,0.6844
107,0.4
108,0.1734
109,0.5401
110,0.4508
111,0.7605
112,0.6007
113,0.8943
114,0.3747
115,1.2527
116,0.2952
117,0.5158
118,0.4719
119,0.6276
120,0.38
121,0.2416
122,0.3026
123,0.2022
124,0.6796
125,0.2714
126,0.1701
127,0.3531
128,0.3821
129,0.4428
130,0.7163
131,0.429
132,0.2528
133,0.4512
134,0.5936
135,0.2486
136,0.696
137,0.7768
138,0.3749
139,0.8096
140,0.5804
141,0.1698
142,0.1588
143,0.35
144,0.5075
145,0.3228
146,0.2577
147,0.4716
148,0.6112
149,0.8022
150,0.8526
151,0.77
152,0.581
153,0.743
154,0.8111
155,0.1747
156,0.1954
157,0.3457
158,0.5739
159,0.5071
160,0.4625
161,0.4823
162,1.0816
163,0.576
164,0.6539
165,0.9702
166,0.3298
167,0.4662
168,0.7291
169,0.3903
170,0.7358
171,0.9671
172,0.6528
173,0.2468
174,0.3193
175,0.8372
176,0.4585
177,0.5606
178,0.2003
179,0.6621
180,0.504
181,0.3527
182,0.4108
183,0.9839
184,0.8004
185,0.1297
186,0.2232
187,0.9415
188,0.5386
189,0.8808
190,0.4526
191,0.1061
192,0.41
193,0.6948
194,0.6149
195,0.7328
196,0.37
197,0.29
198,0.4579
199,0.7766
200,0.7467
201,0.3434
202,0.2982
203,0.322
204,0.5248
205,0.4641
206,0.2893
207,0.1669
208,0.6066
209,0.7669
210,0.3815
211,0.3155
212,1.1756
213,0.7014
214,0.5856
215,0.3843
216,0.5209
217,0.2139
218,0.4103
219,0.6726
220,0.4304
221,0.3847
222,0.3289
223,0.3172
224,0.8657
225,0.2286
226,0.5751
227,0.2764
228,0.5653
229,0.1563
230,0.8759
231,0.3177
232,0.1365
233,0.358
234,0.1844
235,0.4488
236,0.7275
237,0.9313
238,0.8222
239,0.2592
240,1.2792
241,0.2824
242,0.2355
243,0.8379
244,0.5665
245,0.7004
246,0.7587
247,0.7003
248,0.238
249,0.147
250,0.4711
251,0.1817
252,0.2032
253,0.4939
254,0.413
255,0.2918
256,0.5119
257,0.549
258,0.3191
259,0.4033
260,0.3948
261,0.281
262,0.2436
263,1.0426
264,0.2549
265,0.3035
266,0.7225
267,1.0068
268,0.9239
269,0.442
270,0.6235
271,0.481
272,0.1716
273,0.1309
274,0.9709
275,0.5453
276,0.6377
277,0.4933
278,0.7761
279,0.4192
280,0.5761
281,0.6258
282,0.1864
283,1.0206
284,0.8781
285,0.3709
286,0.7303
287,0.6729
288,0.4939
289,0.1803
290,0.9867
291,0.7104
292,0.717
293,0.3428
294,0.4416
295,0.2623
296,0.4598
297,0.2652
298,0.9647
299,0.763
300,0.1499
301,0.1591
302,0.5244
303,0.4918
304,0.2488
305,0.1619
306,0.3873
307,0.4498
308,0.3183
309,0.4149
310,0.2261
311,0.3842
312,0.2725
313,1.4039
314,0.248
315,0.5498
316,0.544
317,0.6071
318,0.9376
319,0.2864
320,0.2783
321,0.5192
322,0.2534
323,0.6263
324,0.7118
325,0.1791
326,0.5071
327,0.3573
328,0.9861
329,0.3907
330,1.3141
331,0.5222
332,0.7209
333,0.6025
334,0.2949
335,0.8779
336,0.1991
337,1.191
338,1.0977
339,0.6017
340,1.0487
341,0.2634
342,0.5314
343,0.4988
344,0.5303
345,0.451
346,0.6563
347,0.1989
348,0.8121
349,1.0669
350,0.5523
351,0.6528
352,0.4668
353,0.2149
354,0.3488
355,0.6581
356,0.5784
357,0.6296
358,0.4537
359,0.8577
360,0.2622
361,0.5246
362,0.2199
363,0.3172
364,0.3783
365,0.4539
366,0.4018
367,0.193
368,0.7005
369,0.5896
370,0.3201
371,0.4783
372,0.5422
373,0.2849
374,0.2292
375,0.5549
376,0.3396
377,0.1662
378,0.2352
379,0.9467
380,0.256
381,0.6792
382,0.2656
383,0.7784
384,0.3875
385,0.2449
386,0.8025
387,0.6155
388,0.613
389,0.2655
390,0.2384
391,0.2575
392,0.4892
393,0.2436
394,0.7795
395,0.6318
396,0.1439
397,1.181
398,0.3711
399,0.496
400,0.3552
401,0.4046
402,0.4252
403,0.8904
404,0.7321
405,0.9458
406,0.1508
407,0.7272
408,0.42
409,0.7731
410,0.7359
411,0.3225
412,0.3293
413,0.6003
414,0.4872
415,0.2982
416,0.8104
417,0.3411
418,0.6684
419,0.1339
420,0.2291
421,0.8308
422,0.1319
423,0.6613
424,0.2046
425,0.2569
426,0.2327
427,0.5574
428,0.5667
429,0.5385
430,0.6624
431,0.5252
432,0.6702
433,0.464
434,0.1072
435,0.581
436,0.4053
437,1.1577
438,0.3566
439,0.4296
440,0.584
441,0.7101
442,0.3063
443,0.3606
444,0.3676
445,0.2821
446,0.2786
447,0.7475
448,0.3594
449,0.4146
450,0.4942
451,0.7068
452,0.4277
453,0.2278
454,0.4249
455,0.4979
456,0.3524
457,0.3735
458,0.2894
459,1.0646
460,0.3422
461,0.9797
462,0.6299
463,0.4087
464,0.609
465,0.6276
466,0.6062
467,0.3671
468,0.5255
469,0.4538
470,0.5085
471,0.3127
472,0.7431
473,0.7382
474,0.5771
475,0.6946
476,0.569
477,0.7151
478,0.6471
479,1.0324
480,0.2576
481,0.5255
482,0.3694
483,0.2327
484,0.3928
485,0.8648
486,0.4325
487,0.1475
488,0.7328
489,0.2512
490,0.8994
491,0.3639
492,0.2759
493,0.5999
494,0.632
495,0.3879
496,0.5655
497,0.7203
498,0.3224
499,0.3255
500,0.2023
501,0.6765
502,1.0366
503,0.1973
504,0.2146
505,0.356
506,0.1945
507,0.3084
508,0.3927
509,0.4464
510,0.7623
511,0.6024
512,0.1738
513,0.6222
