,0
0,0.3706
1,0.4211
2,0.4103
3,0.5865
4,0.4461
5,0.3976
6,0.5976
7,0.414
8,0.3911
9,0.4106
10,0.3767
11,0.4716
12,0.5523
13,0.5976
14,0.3173
15,0.5426
16,0.3567
17,0.6237
18,0.833
19,0.44
20,0.3581
21,0.3649
22,0.5287
23,0.4164
24,0.476
25,0.5352
26,0.4086
27,0.3242
28,0.4837
29,0.4534
30,0.4673
31,0.6256
32,0.3949
33,0.4822
34,0.3627
35,0.4799
36,0.3229
37,0.4511
38,0.6213
39,0.3511
40,0.683
41,0.5755
42,0.4295
43,0.4604
44,0.547
45,0.5442
46,0.4847
47,0.4719
48,0.4401
49,0.6638
50,0.3097
51,0.6001
52,0.3918
53,0.537
54,0.377
55,0.602
56,0.8492
57,0.5434
58,0.3505
59,0.3772
60,0.4603
61,0.5985
62,0.57
63,0.6907
64,0.6576
65,0.514
66,0.4974
67,0.5516
68,0.4408
69,0.7632
70,0.3762
71,0.4093
72,0.6361
73,0.6965
74,0.57
75,0.4371
76,0.5263
77,0.3916
78,0.5851
79,0.4766
80,0.365
81,0.4414
82,0.7782
83,0.4789
84,0.364
85,0.5741
86,0.4958
87,0.3446
88,0.353
89,0.5489
90,0.5249
91,0.6289
92,0.5305
93,0.7347
94,0.3955
95,0.6393
96,0.3816
97,0.4023
98,0.3822
99,0.387
100,0.433
101,0.4245
102,0.5891
103,0.5841
104,0.4425
105,0.3885
106,0.5252
107,0.4881
108,0.3363
109,0.6057
110,0.3769
111,0.6035
112,0.4545
113,0.6584
114,0.4573
115,0.5705
116,0.2934
117,0.5683
118,0.6458
119,0.6
120,0.5826
121,0.6616
122,0.3986
123,0.4574
124,0.4285
125,0.4772
126,0.6735
127,0.7787
128,0.5836
129,0.5128
130,0.5707
131,0.567
132,0.5945
133,0.3183
134,0.6707
135,0.4182
136,0.4373
137,0.6733
138,0.5505
139,0.5055
140,0.7274
141,0.4451
142,0.5029
143,0.5665
144,0.4519
145,0.4382
146,0.3825
147,0.4538
148,0.4982
149,0.3379
150,0.4523
151,0.3805
152,0.3695
153,0.3711
154,0.5253
155,0.4619
156,0.3685
157,0.5753
158,0.3436
159,0.4339
160,0.4455
161,0.4279
162,0.4661
163,0.4249
164,0.5233
165,0.3848
166,0.4043
167,0.5727
168,0.5548
169,0.4399
170,0.3559
171,0.6849
172,0.4156
173,0.6501
174,0.4671
175,0.5676
176,0.5694
177,0.4214
178,0.3511
179,0.5153
180,0.3414
181,0.5279
182,0.5283
183,0.5277
184,0.6716
185,0.3055
186,0.4913
187,0.4477
188,0.5206
189,0.3282
190,0.4058
191,0.5182
192,0.6134
193,0.3709
194,0.5861
195,0.3929
196,0.4987
197,0.6833
198,0.5886
199,0.4248
200,0.308
201,0.6049
202,0.5271
203,0.2612
204,0.4453
205,0.5295
206,0.4863
207,0.4078
208,0.4241
209,0.6588
210,0.4909
211,0.5486
212,0.5036
213,0.5811
214,0.4871
215,0.5119
216,0.3892
217,0.2836
218,0.7841
219,0.6324
220,0.5008
221,0.4803
222,0.5637
223,0.516
224,0.445
225,0.503
226,0.5153
227,0.5426
228,0.6138
229,0.4198
230,0.4993
231,0.5715
232,0.5287
233,0.4258
234,0.5318
235,0.2584
236,0.4701
237,0.7309
238,0.5335
239,0.6049
240,0.7272
241,0.7256
242,0.4982
243,0.4059
244,0.4858
245,0.7326
246,0.4044
247,0.4284
248,0.8128
249,0.6678
250,0.4371
251,0.428
252,0.2819
253,0.5537
254,0.4046
255,0.4508
256,0.4207
257,0.6371
258,0.3353
259,0.4941
260,0.5835
261,0.5855
262,0.4947
263,0.3596
264,0.3881
265,0.6165
266,0.4133
267,0.5548
268,0.8497
269,0.567
270,0.6463
271,0.5986
272,0.5272
273,0.777
274,0.5089
275,0.5978
276,0.4172
277,0.4911
278,0.4076
279,0.5045
280,0.3817
281,0.4324
282,0.625
283,0.5094
284,0.63
