,0
0,0.4047
1,0.4282
2,0.3967
3,0.672
4,0.4548
5,0.3904
6,0.5314
7,0.472
8,0.3602
9,0.5137
10,0.4567
11,0.4025
12,0.4648
13,0.5634
14,0.2944
15,0.4796
16,0.4407
17,0.5705
18,0.7202
19,0.4174
20,0.4213
21,0.4584
22,0.5382
23,0.3621
24,0.5636
25,0.5275
26,0.383
27,0.4124
28,0.4773
29,0.4328
30,0.4415
31,0.5449
32,0.3615
33,0.4833
34,0.3923
35,0.5244
36,0.3522
37,0.5672
38,0.5327
39,0.4416
40,0.5882
41,0.5683
42,0.4236
43,0.3719
44,0.5857
45,0.4717
46,0.5391
47,0.5196
48,0.4778
49,0.4975
50,0.2982
51,0.5381
52,0.447
53,0.5784
54,0.3441
55,0.4814
56,0.7303
57,0.6333
58,0.4573
59,0.4636
60,0.5352
61,0.5609
62,0.5142
63,0.5395
64,0.6628
65,0.4509
66,0.4651
67,0.49
68,0.4483
69,0.6379
70,0.3847
71,0.4415
72,0.6371
73,0.5261
74,0.5449
75,0.455
76,0.5641
77,0.4422
78,0.4764
79,0.5688
80,0.4191
81,0.6438
82,0.6986
83,0.3968
84,0.4282
85,0.6267
86,0.5702
87,0.5827
88,0.3815
89,0.5158
90,0.5679
91,0.654
92,0.5619
93,0.5538
94,0.4022
95,0.5312
96,0.4901
97,0.5248
98,0.5135
99,0.3775
100,0.4382
101,0.4556
102,0.6376
103,0.5822
104,0.4946
105,0.3688
106,0.4558
107,0.4094
108,0.3949
109,0.7001
110,0.4234
111,0.5389
112,0.4366
113,0.5593
114,0.525
115,0.6151
116,0.3016
117,0.4081
118,0.5684
119,0.5386
120,0.477
121,0.5744
122,0.4352
123,0.6512
124,0.4335
125,0.5058
126,0.6069
127,0.6806
128,0.4959
129,0.5466
130,0.5903
131,0.6152
132,0.6148
133,0.3805
134,0.6607
135,0.4902
136,0.4502
137,0.4856
138,0.5437
139,0.4446
140,0.7539
141,0.5224
142,0.4442
143,0.4256
144,0.5466
145,0.4912
146,0.3965
147,0.5008
148,0.5071
149,0.4793
150,0.5283
151,0.436
152,0.4469
153,0.6504
154,0.4718
155,0.4219
156,0.3979
157,0.5866
158,0.4461
159,0.3894
160,0.4542
161,0.476
162,0.6057
163,0.6763
164,0.5481
165,0.4577
166,0.3756
167,0.5328
168,0.5423
169,0.4992
170,0.3621
171,0.5993
172,0.3903
173,0.6546
174,0.4494
175,0.4264
176,0.5075
177,0.3395
178,0.3842
179,0.6366
180,0.3422
181,0.5291
182,0.4826
183,0.5606
184,0.5719
185,0.3768
186,0.4663
187,0.4076
188,0.4505
189,0.3621
190,0.4771
191,0.4845
192,0.5242
193,0.5958
194,0.5243
195,0.4444
196,0.5442
197,0.5475
198,0.7418
199,0.5174
200,0.3806
201,0.4581
202,0.589
203,0.4949
204,0.4226
205,0.5364
206,0.5265
207,0.5917
208,0.5231
209,0.512
210,0.4477
211,0.4514
212,0.5038
213,0.5358
214,0.3896
215,0.6667
216,0.3707
217,0.4857
218,0.708
219,0.5722
220,0.4123
221,0.3813
222,0.5659
223,0.4396
224,0.462
225,0.4118
226,0.5292
227,0.4842
228,0.5831
229,0.5728
230,0.5543
231,0.4843
232,0.5534
233,0.4049
234,0.5059
235,0.3283
236,0.4987
237,0.5419
238,0.5559
239,0.5874
240,0.6402
241,0.5912
242,0.4711
243,0.4413
244,0.6031
245,0.5915
246,0.4666
247,0.4461
248,0.6654
249,0.6475
250,0.3884
251,0.5161
252,0.3182
253,0.5269
254,0.4449
255,0.4257
256,0.4359
257,0.5221
258,0.3625
259,0.4289
260,0.4828
261,0.5002
262,0.5281
263,0.445
264,0.4361
265,0.5766
266,0.4053
267,0.5606
268,0.755
269,0.6777
270,0.5985
271,0.5332
272,0.5264
273,0.5977
