,0
0,0.2458
1,0.1528
2,0.424
3,0.2458
4,0.6705
5,0.683
6,0.7032
7,0.4704
8,0.4526
9,0.1544
10,0.7438
11,0.1676
12,0.3969
13,0.3388
14,0.3894
15,0.305
16,0.2655
17,0.7475
18,0.4578
19,0.6043
20,0.2528
21,0.3859
22,0.3333
23,0.5259
24,0.3488
25,0.7433
26,0.3486
27,0.5545
28,0.3799
29,0.2317
30,1.2877
31,0.3253
32,0.4025
33,0.6611
34,0.3345
35,0.4068
36,0.7208
37,0.4165
38,0.687
39,0.7081
40,0.5621
41,0.4783
42,0.7649
43,0.2682
44,0.1845
45,0.2157
46,1.0522
47,0.3191
48,0.4488
49,0.7933
50,0.1666
51,0.3666
52,0.6688
53,0.4802
54,0.4953
55,0.8719
56,0.7519
57,0.4994
58,0.6188
59,0.6136
60,0.15
61,0.3892
62,0.2619
63,0.1821
64,0.6447
65,0.3405
66,0.1315
67,0.5062
68,0.666
69,0.534
70,0.4958
71,0.5628
72,0.4594
73,0.1646
74,0.3782
75,0.2849
76,0.7776
77,0.1825
78,0.3467
79,0.2932
80,0.8692
81,0.8168
82,0.5704
83,0.6834
84,0.4634
85,0.6198
86,0.2181
87,0.2796
88,0.3959
89,0.4467
90,0.1837
91,0.2131
92,0.4419
93,0.4881
94,0.1233
95,0.1232
96,0.5898
97,0.1907
98,0.2959
99,0.4816
100,0.3048
101,0.2211
102,0.2868
103,0.4417
104,0.4765
105,0.3819
106,0.71
107,0.4744
108,0.1248
109,0.5758
110,0.3548
111,0.8053
112,0.8328
113,0.7457
114,0.4848
115,1.0541
116,0.3903
117,0.4226
118,0.5445
119,0.5804
120,0.2877
121,0.2665
122,0.2429
123,0.1976
124,0.5794
125,0.2187
126,0.1411
127,0.3005
128,0.3403
129,0.3752
130,0.6634
131,0.4158
132,0.3499
133,0.4759
134,0.7425
135,0.2133
136,0.4443
137,0.6917
138,0.3536
139,0.8085
140,0.7439
141,0.217
142,0.1569
143,0.3473
144,0.5051
145,0.4045
146,0.2613
147,0.5451
148,0.803
149,0.871
150,0.8846
151,0.6842
152,0.5821
153,0.677
154,0.7832
155,0.1507
156,0.1739
157,0.3186
158,0.65
159,0.4173
160,0.5244
161,0.4387
162,1.0721
163,0.5052
164,0.7292
165,0.9721
166,0.2528
167,0.5494
168,0.7985
169,0.3669
170,0.8234
171,1.0765
172,0.5921
173,0.2124
174,0.3437
175,0.8703
176,0.4135
177,0.5982
178,0.147
179,0.508
180,0.4611
181,0.4174
182,0.3354
183,0.792
184,0.7802
185,0.144
186,0.2117
187,1.0458
188,0.5263
189,1.0636
190,0.368
191,0.1363
192,0.3644
193,0.722
194,0.6937
195,0.6898
196,0.3407
197,0.3111
198,0.4805
199,0.7569
200,0.7009
201,0.2964
202,0.369
203,0.345
204,0.643
205,0.5345
206,0.2635
207,0.1442
208,0.6175
209,0.7068
210,0.4385
211,0.3505
212,1.0928
213,0.6576
214,0.5178
215,0.4615
216,0.5327
217,0.1983
218,0.5389
219,0.6529
220,0.4682
221,0.4157
222,0.3822
223,0.3564
224,0.7422
225,0.2657
226,0.5834
227,0.2828
228,0.4785
229,0.1523
230,0.8393
231,0.3561
232,0.1524
233,0.3552
234,0.1911
235,0.4643
236,0.7376
237,0.9582
238,0.9627
239,0.2661
240,1.6025
241,0.3086
242,0.295
243,0.9017
