,0
0,0.342
1,0.3843
2,0.4731
3,0.5537
4,0.4278
5,0.3483
6,0.4479
7,0.3783
8,0.3217
9,0.4721
10,0.3995
11,0.4518
12,0.4481
13,0.6016
14,0.2976
15,0.5646
16,0.3765
17,0.5392
18,0.8363
19,0.4897
20,0.3099
21,0.3741
22,0.5381
23,0.3686
24,0.5794
25,0.4815
26,0.4553
27,0.3071
28,0.434
29,0.4979
30,0.4775
31,0.6055
32,0.3482
33,0.5152
34,0.4752
35,0.4577
36,0.4123
37,0.4732
38,0.6878
39,0.3604
40,0.5472
41,0.5789
42,0.4003
43,0.4677
44,0.5517
45,0.5326
46,0.5909
47,0.5174
48,0.4197
49,0.5838
50,0.3163
51,0.5726
52,0.3667
53,0.4899
54,0.3847
55,0.5318
56,0.6879
57,0.6061
58,0.4228
59,0.3588
60,0.4418
61,0.6631
62,0.5759
63,0.7092
64,0.7181
65,0.4634
66,0.4091
67,0.626
68,0.3802
69,0.6799
70,0.3906
71,0.4349
72,0.5401
73,0.7717
74,0.611
75,0.4828
76,0.5875
77,0.3684
78,0.4689
79,0.4547
80,0.3249
81,0.4554
82,0.7451
83,0.41
84,0.3484
85,0.5416
86,0.5463
87,0.3849
88,0.2938
89,0.5544
90,0.5811
91,0.6603
92,0.4855
93,0.6676
94,0.4346
95,0.614
96,0.3943
97,0.4521
98,0.5129
99,0.4167
100,0.4171
101,0.414
102,0.5816
103,0.6365
104,0.4636
105,0.4386
106,0.523
107,0.4354
108,0.3586
109,0.6103
110,0.4318
111,0.6068
112,0.4552
113,0.6211
114,0.4781
115,0.5231
116,0.261
117,0.6366
118,0.5171
119,0.6778
120,0.5505
121,0.653
122,0.4168
123,0.439
124,0.4696
125,0.5285
126,0.6358
127,0.7971
128,0.5782
129,0.5727
130,0.6017
131,0.4978
132,0.5071
133,0.3219
134,0.6213
135,0.4218
136,0.3788
137,0.7126
138,0.5178
139,0.4421
140,0.7768
141,0.4152
142,0.4277
143,0.6489
144,0.5361
145,0.3804
146,0.4408
147,0.4957
148,0.4425
149,0.3766
150,0.4517
151,0.3577
152,0.3784
153,0.335
154,0.446
155,0.4058
156,0.3928
157,0.6614
158,0.4483
159,0.4235
160,0.4031
161,0.3985
162,0.6015
163,0.3895
164,0.5346
165,0.4263
166,0.4353
167,0.5842
168,0.6875
169,0.3954
170,0.3863
171,0.7754
172,0.4189
173,0.6366
174,0.4588
175,0.5101
176,0.4841
177,0.4129
178,0.4301
179,0.4531
180,0.3387
181,0.574
182,0.5194
183,0.5276
184,0.6783
185,0.2606
186,0.5499
187,0.5056
188,0.5101
189,0.3051
190,0.4452
191,0.488
192,0.6245
193,0.4231
194,0.6119
195,0.4422
196,0.4974
197,0.6597
198,0.7037
199,0.4623
200,0.2912
201,0.5518
202,0.5243
203,0.2406
204,0.4696
205,0.5036
206,0.5825
207,0.4529
208,0.4778
209,0.5649
210,0.4294
211,0.6236
212,0.6053
213,0.6227
214,0.4005
215,0.4431
216,0.4113
217,0.2969
218,0.8499
219,0.6081
220,0.4565
221,0.44
222,0.5096
223,0.5071
224,0.4122
225,0.5548
226,0.5287
227,0.4804
228,0.7278
229,0.4502
230,0.5308
231,0.4981
232,0.6584
233,0.4042
234,0.4584
235,0.2756
236,0.3776
237,0.7919
238,0.4826
239,0.5415
240,0.7454
241,0.7971
242,0.4272
243,0.3722
244,0.5936
245,0.7665
246,0.441
247,0.4319
248,0.6672
249,0.699
250,0.3875
251,0.3805
252,0.3186
253,0.6226
254,0.5134
255,0.4034
256,0.4483
257,0.6418
258,0.3841
259,0.5299
260,0.497
261,0.6336
262,0.5983
263,0.4035
264,0.4286
265,0.5523
266,0.5018
267,0.603
268,0.811
269,0.6442
270,0.6282
271,0.6612
272,0.493
273,0.8265
274,0.4635
275,0.6722
276,0.3643
277,0.5551
278,0.3978
279,0.5031
280,0.4133
281,0.4163
282,0.6112
283,0.5793
284,0.7528
285,0.3401
286,0.8741
287,0.5123
288,0.62
289,0.5934
290,0.4586
291,0.4896
292,0.5956
293,0.4965
294,0.4402
295,0.2953
296,0.661
297,0.3063
298,0.3151
299,0.5133
300,0.6972
301,0.5407
302,0.6462
303,0.324
304,0.3128
305,0.6361
306,0.426
307,0.5087
308,0.3267
309,0.5582
310,0.8703
311,0.3732
312,0.736
313,0.4809
314,0.6211
315,0.6024
316,0.5021
317,0.5334
318,0.5177
319,0.5708
320,0.5271
321,0.4523
322,0.6903
323,0.3796
324,0.4598
325,0.2946
326,0.3788
327,0.7091
328,0.4354
329,0.4673
330,0.6221
331,0.4599
332,0.4098
333,0.3889
334,0.5556
335,0.6935
336,0.5877
337,0.586
