,0
0,0.545
1,0.573
2,0.531
3,0.616
4,0.386
5,0.374
6,0.598
7,0.513
8,0.421
9,0.355
10,0.491
11,0.476
12,0.353
13,0.441
14,0.375
15,0.618
16,0.637
17,0.408
18,0.376
19,0.352
20,0.559
21,0.41
22,0.521
23,0.457
24,0.647
25,0.567
26,0.583
27,0.625
28,0.419
29,0.579
30,0.568
31,0.639
32,0.45
33,0.534
34,0.401
35,0.549
36,0.497
37,0.519
38,0.417
39,0.468
40,0.609
41,0.532
42,0.639
43,0.579
44,0.4
45,0.576
46,0.359
47,0.645
48,0.425
49,0.499
50,0.615
51,0.412
52,0.521
53,0.453
54,0.431
55,0.561
56,0.355
57,0.545
58,0.641
59,0.54
60,0.455
61,0.615
62,0.558
63,0.51
64,0.552
65,0.356
66,0.541
67,0.583
68,0.505
69,0.404
70,0.378
71,0.475
72,0.478
73,0.421
74,0.366
75,0.561
76,0.353
77,0.471
78,0.504
79,0.495
80,0.631
81,0.529
82,0.521
83,0.46
84,0.522
85,0.437
86,0.364
87,0.493
88,0.609
89,0.635
90,0.449
91,0.565
92,0.521
93,0.497
94,0.494
95,0.543
96,0.438
97,0.444
98,0.496
99,0.414
100,0.359
101,0.408
102,0.357
103,0.458
104,0.621
105,0.506
106,0.598
107,0.397
108,0.374
109,0.551
110,0.593
111,0.584
112,0.632
113,0.537
114,0.478
115,0.496
116,0.395
117,0.482
118,0.592
119,0.535
120,0.438
121,0.5
122,0.485
123,0.358
124,0.533
125,0.494
126,0.407
127,0.383
128,0.567
129,0.463
130,0.37
131,0.592
132,0.393
133,0.635
134,0.573
135,0.616
136,0.515
137,0.471
138,0.579
139,0.52
140,0.384
141,0.397
142,0.415
143,0.448
144,0.527
145,0.524
146,0.496
147,0.556
148,0.373
149,0.585
150,0.546
151,0.433
152,0.608
153,0.639
154,0.543
155,0.354
156,0.364
157,0.501
158,0.511
159,0.401
160,0.593
161,0.393
162,0.368
163,0.643
164,0.494
165,0.424
166,0.484
167,0.587
168,0.406
169,0.54
170,0.621
171,0.43
172,0.465
173,0.391
174,0.621
175,0.377
176,0.357
177,0.352
178,0.536
179,0.451
180,0.564
181,0.359
182,0.418
183,0.528
184,0.537
185,0.389
186,0.644
187,0.561
188,0.621
189,0.558
190,0.393
191,0.499
192,0.415
193,0.556
194,0.565
195,0.458
196,0.382
197,0.477
198,0.616
199,0.404
200,0.602
201,0.618
202,0.62
203,0.644
204,0.629
205,0.637
206,0.638
207,0.609
208,0.378
209,0.478
210,0.596
211,0.65
212,0.526
213,0.583
214,0.495
215,0.589
216,0.588
217,0.648
218,0.515
219,0.581
220,0.402
221,0.422
222,0.454
223,0.374
224,0.626
225,0.574
226,0.353
227,0.395
228,0.425
229,0.624
230,0.64
231,0.515
232,0.411
233,0.543
234,0.561
235,0.618
236,0.532
237,0.59
238,0.532
239,0.393
240,0.366
241,0.46
242,0.426
243,0.548
244,0.641
245,0.489
246,0.64
247,0.488
248,0.537
249,0.629
250,0.634
251,0.38
252,0.483
253,0.548
254,0.381
255,0.573
256,0.416
257,0.598
258,0.588
259,0.479
260,0.608
261,0.554
262,0.618
263,0.462
264,0.366
265,0.366
266,0.485
267,0.451
268,0.385
269,0.521
270,0.541
271,0.41
272,0.388
273,0.433
274,0.571
275,0.393
276,0.573
277,0.429
278,0.515
279,0.58
280,0.52
281,0.434
282,0.519
283,0.412
284,0.372
285,0.412
286,0.427
287,0.65
288,0.357
289,0.355
290,0.572
291,0.6
292,0.606
293,0.602
294,0.633
295,0.444
296,0.561
297,0.536
298,0.365
299,0.533
300,0.354
301,0.434
302,0.484
303,0.522
304,0.537
305,0.532
306,0.645
307,0.481
308,0.454
309,0.606
310,0.366
311,0.574
312,0.596
313,0.645
314,0.368
315,0.41
316,0.552
317,0.596
318,0.357
319,0.573
320,0.479
321,0.45
322,0.42
323,0.536
324,0.645
325,0.566
326,0.596
327,0.608
328,0.445
329,0.482
330,0.58
331,0.395
332,0.436
333,0.572
334,0.502
335,0.521
336,0.503
337,0.605
338,0.39
339,0.371
340,0.54
341,0.619
342,0.498
343,0.367
344,0.414
345,0.445
346,0.649
347,0.352
348,0.565
349,0.398
350,0.607
351,0.583
352,0.608
353,0.447
354,0.431
355,0.647
356,0.631
357,0.587
358,0.624
359,0.399
360,0.403
361,0.408
362,0.406
363,0.607
364,0.371
365,0.407
366,0.473
367,0.425
368,0.38
369,0.406
370,0.554
371,0.394
372,0.545
373,0.547
374,0.643
375,0.576
376,0.577
377,0.606
378,0.544
379,0.355
380,0.471
381,0.582
382,0.507
383,0.422
384,0.478
385,0.515
386,0.37
387,0.639
388,0.581
389,0.362
390,0.553
391,0.597
392,0.367
393,0.487
394,0.581
395,0.593
396,0.474
397,0.368
398,0.468
399,0.601
400,0.37
401,0.39
402,0.361
403,0.486
404,0.382
405,0.552
406,0.584
407,0.436
408,0.612
409,0.369
410,0.634
411,0.351
412,0.466
413,0.432
414,0.43
415,0.574
416,0.612
417,0.392
418,0.52
419,0.506
420,0.512
421,0.361
422,0.525
423,0.483
424,0.587
425,0.498
426,0.554
427,0.463
428,0.554
429,0.521
430,0.439
431,0.643
432,0.386
433,0.549
434,0.609
435,0.569
436,0.371
437,0.452
438,0.618
439,0.356
440,0.554
441,0.516
442,0.383
443,0.582
444,0.418
445,0.439
446,0.598
447,0.414
448,0.472
449,0.603
450,0.468
451,0.43
452,0.539
453,0.567
454,0.383
455,0.386
456,0.55
457,0.409
458,0.427
459,0.579
460,0.63
461,0.378
462,0.6
463,0.407
464,0.55
465,0.528
466,0.643
467,0.558
468,0.645
469,0.606
470,0.468
471,0.505
472,0.481
473,0.433
474,0.645
475,0.416
476,0.542
477,0.647
478,0.371
479,0.404
480,0.455
481,0.637
482,0.464
483,0.354
484,0.634
485,0.527
486,0.549
487,0.436
488,0.501
489,0.608
490,0.614
491,0.397
492,0.574
493,0.399
494,0.621
495,0.61
496,0.594
497,0.567
498,0.514
499,0.613
500,0.407
501,0.495
502,0.418
503,0.548
504,0.489
505,0.527
506,0.486
507,0.423
508,0.618
509,0.549
510,0.463
511,0.553
512,0.46
513,0.557
514,0.481
515,0.54
516,0.626
517,0.393
518,0.619
519,0.565
520,0.463
521,0.428
522,0.603
523,0.386
524,0.508
525,0.455
526,0.438
527,0.351
528,0.626
529,0.355
530,0.488
531,0.455
532,0.426
533,0.351
534,0.404
535,0.501
536,0.58
537,0.362
538,0.468
539,0.457
540,0.394
541,0.635
542,0.477
543,0.602
544,0.617
545,0.623
546,0.401
547,0.505
548,0.51
549,0.375
550,0.438
551,0.392
552,0.369
553,0.442
554,0.623
555,0.446
556,0.374
557,0.444
558,0.436
559,0.584
560,0.616
561,0.416
562,0.585
563,0.416
564,0.482
565,0.423
566,0.419
567,0.433
568,0.477
569,0.49
570,0.573
571,0.503
572,0.595
573,0.44
574,0.42
575,0.361
576,0.453
577,0.395
578,0.364
579,0.46
580,0.569
581,0.64
582,0.387
583,0.406
584,0.632
585,0.53
586,0.466
587,0.469
588,0.597
589,0.504
590,0.517
591,0.595
592,0.599
593,0.574
594,0.414
595,0.474
596,0.481
597,0.432
598,0.462
599,0.406
600,0.409
601,0.383
602,0.561
603,0.599
604,0.394
605,0.457
606,0.495
607,0.506
608,0.397
609,0.514
610,0.576
611,0.597
612,0.601
613,0.475
614,0.573
615,0.498
616,0.594
617,0.437
618,0.58
619,0.519
620,0.427
621,0.483
622,0.426
623,0.498
624,0.645
625,0.492
626,0.373
627,0.505
628,0.456
629,0.592
630,0.394
631,0.616
632,0.493
633,0.375
634,0.368
635,0.54
636,0.548
637,0.601
638,0.565
639,0.432
640,0.455
641,0.582
642,0.391
643,0.578
644,0.513
645,0.508
646,0.414
647,0.458
648,0.587
649,0.513
650,0.393
651,0.355
652,0.41
653,0.509
654,0.498
655,0.618
656,0.439
657,0.566
658,0.64
659,0.38
660,0.528
661,0.55
662,0.382
663,0.464
664,0.531
665,0.374
666,0.593
667,0.61
668,0.592
669,0.489
670,0.629
671,0.583
672,0.361
673,0.522
674,0.58
675,0.405
676,0.367
677,0.607
678,0.401
679,0.439
680,0.47
681,0.554
682,0.517
683,0.579
684,0.367
685,0.628
686,0.383
687,0.383
688,0.578
689,0.556
690,0.512
691,0.628
692,0.456
693,0.576
694,0.52
695,0.537
696,0.393
697,0.466
698,0.561
699,0.382
700,0.537
701,0.505
702,0.5
703,0.414
704,0.562
705,0.46
706,0.477
707,0.619
708,0.635
709,0.373
710,0.644
711,0.473
712,0.614
713,0.638
714,0.592
715,0.497
716,0.371
717,0.412
718,0.52
719,0.466
720,0.599
721,0.575
722,0.534
723,0.404
724,0.468
725,0.488
726,0.489
727,0.558
728,0.64
729,0.41
730,0.583
731,0.615
732,0.414
733,0.359
734,0.43
735,0.406
736,0.566
737,0.474
738,0.488
739,0.58
740,0.453
741,0.561
742,0.564
743,0.639
744,0.644
745,0.542
746,0.443
747,0.611
748,0.487
749,0.555
750,0.494
751,0.537
752,0.544
753,0.413
754,0.593
755,0.388
756,0.355
757,0.442
758,0.631
759,0.568
760,0.425
761,0.412
762,0.464
763,0.382
764,0.638
765,0.461
766,0.513
767,0.557
768,0.591
769,0.496
770,0.572
771,0.475
772,0.44
773,0.618
774,0.433
775,0.413
776,0.435
777,0.419
778,0.544
779,0.369
780,0.549
781,0.35
782,0.41
783,0.435
784,0.448
785,0.493
786,0.635
787,0.619
788,0.535
789,0.568
790,0.538
791,0.559
792,0.441
793,0.559
794,0.377
795,0.391
796,0.404
797,0.609
798,0.625
799,0.381
800,0.649
801,0.63
802,0.525
803,0.58
804,0.601
805,0.49
806,0.393
807,0.513
808,0.637
809,0.401
810,0.429
811,0.634
812,0.39
813,0.571
814,0.431
815,0.566
816,0.571
817,0.483
818,0.393
819,0.576
820,0.362
821,0.46
822,0.581
823,0.426
824,0.595
825,0.429
826,0.452
827,0.477
828,0.571
829,0.643
830,0.484
831,0.373
832,0.392
833,0.606
834,0.403
835,0.507
836,0.367
837,0.483
838,0.439
839,0.609
840,0.611
841,0.611
842,0.45
843,0.442
844,0.415
845,0.488
846,0.379
847,0.459
848,0.413
849,0.506
850,0.361
851,0.632
852,0.639
853,0.57
854,0.54
855,0.414
856,0.488
857,0.55
858,0.485
859,0.465
860,0.441
861,0.485
862,0.537
863,0.547
864,0.413
865,0.541
866,0.532
867,0.557
868,0.493
869,0.6
870,0.363
871,0.584
872,0.549
873,0.38
874,0.633
875,0.523
876,0.52
877,0.545
878,0.63
879,0.469
880,0.484
881,0.583
882,0.453
883,0.545
884,0.523
885,0.578
886,0.389
887,0.496
888,0.371
889,0.538
890,0.463
891,0.597
892,0.478
893,0.369
894,0.416
895,0.491
896,0.576
897,0.354
898,0.644
899,0.554
900,0.44
901,0.498
902,0.393
903,0.356
904,0.525
905,0.466
906,0.368
907,0.573
908,0.61
909,0.552
910,0.578
911,0.575
912,0.588
913,0.418
914,0.437
915,0.596
916,0.648
917,0.64
918,0.605
919,0.372
920,0.354
921,0.587
922,0.582
923,0.384
924,0.446
925,0.41
926,0.622
927,0.46
928,0.386
929,0.434
930,0.507
931,0.384
932,0.554
933,0.55
934,0.357
935,0.408
936,0.411
937,0.57
938,0.458
939,0.385
940,0.504
941,0.491
942,0.504
943,0.389
944,0.526
945,0.395
946,0.433
947,0.408
948,0.394
949,0.571
950,0.514
951,0.415
952,0.537
953,0.526
954,0.373
955,0.55
956,0.558
957,0.57
958,0.522
959,0.516
960,0.377
961,0.361
962,0.371
963,0.392
964,0.438
965,0.619
966,0.484
967,0.468
968,0.605
969,0.631
970,0.525
971,0.444
972,0.424
973,0.486
974,0.512
975,0.403
976,0.624
977,0.448
978,0.505
979,0.445
980,0.386
981,0.567
982,0.355
983,0.592
984,0.621
985,0.44
986,0.586
987,0.495
988,0.461
989,0.362
990,0.384
991,0.373
992,0.493
993,0.355
994,0.384
995,0.539
996,0.365
997,0.364
998,0.411
999,0.408
1000,0.484
1001,0.37
1002,0.56
1003,0.421
1004,0.435
1005,0.617
1006,0.572
1007,0.573
1008,0.632
1009,0.606
1010,0.369
1011,0.389
1012,0.533
1013,0.505
1014,0.606
1015,0.434
1016,0.619
1017,0.641
1018,0.52
1019,0.419
1020,0.621
1021,0.461
1022,0.576
1023,0.636
1024,0.482
1025,0.54
1026,0.57
1027,0.528
1028,0.6
1029,0.396
1030,0.353
1031,0.602
1032,0.528
1033,0.574
1034,0.458
1035,0.555
1036,0.558
1037,0.373
1038,0.397
1039,0.483
1040,0.388
1041,0.467
1042,0.645
1043,0.608
1044,0.39
1045,0.473
1046,0.545
1047,0.463
1048,0.387
1049,0.36
1050,0.581
1051,0.489
1052,0.45
1053,0.624
1054,0.353
1055,0.415
1056,0.382
1057,0.588
1058,0.404
1059,0.613
1060,0.504
1061,0.362
1062,0.533
1063,0.374
1064,0.531
1065,0.615
1066,0.5
1067,0.552
1068,0.47
1069,0.405
1070,0.443
1071,0.569
1072,0.406
1073,0.443
1074,0.627
1075,0.39
1076,0.637
1077,0.599
1078,0.615
1079,0.39
1080,0.589
1081,0.617
1082,0.59
1083,0.495
1084,0.459
1085,0.415
1086,0.645
1087,0.532
1088,0.361
1089,0.565
1090,0.477
1091,0.393
1092,0.476
1093,0.645
1094,0.438
1095,0.458
1096,0.455
1097,0.406
1098,0.453
1099,0.451
1100,0.577
1101,0.643
1102,0.401
1103,0.628
1104,0.511
1105,0.463
1106,0.58
1107,0.387
1108,0.44
1109,0.498
1110,0.529
1111,0.374
1112,0.525
1113,0.405
1114,0.582
1115,0.629
1116,0.623
1117,0.561
1118,0.538
1119,0.489
1120,0.525
1121,0.636
1122,0.614
1123,0.429
1124,0.402
1125,0.421
1126,0.475
1127,0.364
1128,0.647
1129,0.432
1130,0.464
1131,0.465
1132,0.378
1133,0.392
1134,0.354
1135,0.488
1136,0.44
1137,0.457
1138,0.516
1139,0.566
1140,0.456
1141,0.551
1142,0.576
1143,0.363
1144,0.535
1145,0.583
1146,0.352
1147,0.488
1148,0.423
1149,0.641
1150,0.579
1151,0.395
1152,0.629
1153,0.388
1154,0.512
1155,0.488
1156,0.491
1157,0.482
1158,0.513
1159,0.601
1160,0.387
1161,0.404
1162,0.495
1163,0.546
1164,0.582
1165,0.625
1166,0.451
1167,0.624
1168,0.581
1169,0.641
1170,0.483
1171,0.41
1172,0.463
1173,0.561
1174,0.546
1175,0.463
1176,0.356
1177,0.366
1178,0.482
1179,0.521
1180,0.629
1181,0.432
1182,0.502
1183,0.391
1184,0.54
1185,0.514
1186,0.551
1187,0.475
1188,0.406
1189,0.41
1190,0.576
1191,0.399
1192,0.601
1193,0.613
1194,0.372
1195,0.372
1196,0.519
1197,0.378
1198,0.408
1199,0.534
1200,0.39
1201,0.399
1202,0.376
1203,0.627
1204,0.591
1205,0.385
1206,0.422
1207,0.614
1208,0.488
1209,0.618
1210,0.422
1211,0.616
1212,0.463
1213,0.545
1214,0.465
1215,0.404
1216,0.603
1217,0.414
1218,0.61
1219,0.584
1220,0.448
1221,0.539
1222,0.511
1223,0.356
1224,0.579
1225,0.501
1226,0.384
1227,0.479
1228,0.637
1229,0.452
1230,0.522
1231,0.564
1232,0.353
1233,0.483
1234,0.512
1235,0.367
1236,0.562
1237,0.524
1238,0.589
1239,0.411
1240,0.552
1241,0.572
1242,0.484
1243,0.479
1244,0.644
1245,0.519
1246,0.46
1247,0.531
1248,0.378
1249,0.508
1250,0.358
1251,0.587
1252,0.647
1253,0.414
1254,0.537
1255,0.54
1256,0.38
1257,0.567
1258,0.535
1259,0.398
1260,0.39
1261,0.503
1262,0.647
1263,0.589
1264,0.454
1265,0.456
1266,0.396
1267,0.464
1268,0.408
1269,0.505
1270,0.611
1271,0.646
1272,0.44
1273,0.505
1274,0.504
1275,0.389
1276,0.424
1277,0.633
1278,0.645
1279,0.564
1280,0.398
1281,0.502
1282,0.372
1283,0.639
1284,0.383
1285,0.537
1286,0.483
1287,0.643
1288,0.469
1289,0.418
1290,0.381
1291,0.612
1292,0.473
1293,0.625
1294,0.471
1295,0.532
1296,0.424
1297,0.587
1298,0.41
1299,0.449
1300,0.366
1301,0.526
1302,0.568
1303,0.429
1304,0.475
1305,0.466
1306,0.378
1307,0.375
1308,0.45
1309,0.371
1310,0.498
1311,0.601
1312,0.438
1313,0.592
1314,0.628
1315,0.432
1316,0.499
1317,0.54
1318,0.489
1319,0.547
1320,0.464
1321,0.536
1322,0.541
1323,0.487
1324,0.436
1325,0.454
1326,0.543
1327,0.369
1328,0.445
