,0
0,0.1465
1,0.1082
2,0.4004
3,0.2563
4,0.9991
5,0.74
6,0.6597
7,0.4167
8,0.3991
9,0.1333
10,0.5963
11,0.188
12,0.3101
13,0.4121
14,0.2305
15,0.2824
16,0.2561
17,0.5954
18,0.5134
19,0.5586
20,0.1601
21,0.334
22,0.5063
23,0.5305
24,0.4294
25,0.7028
26,0.3289
27,0.6593
28,0.5234
29,0.2304
30,1.2555
31,0.4295
32,0.3409
33,0.9264
34,0.5667
35,0.3514
36,0.7468
37,0.3012
38,0.5861
39,0.6346
40,0.5413
41,0.4958
42,1.0996
43,0.363
44,0.2001
45,0.1522
46,0.6226
47,0.3346
48,0.3069
49,0.8395
50,0.1324
51,0.3951
52,0.7288
53,0.5116
54,0.4542
55,0.9747
56,0.5463
57,0.4475
58,0.5736
59,0.8861
60,0.1117
61,0.6288
62,0.2015
63,0.1886
64,0.5908
65,0.3641
66,0.1672
67,0.5436
68,0.4945
69,0.7526
70,0.3458
71,0.6829
72,0.3771
73,0.1998
74,0.3728
75,0.2634
76,0.758
77,0.1832
78,0.3714
79,0.328
80,0.8358
81,0.6538
82,0.3728
83,0.4517
84,0.5102
85,0.6135
86,0.2162
87,0.1917
88,0.3122
89,0.5124
90,0.1717
91,0.1956
92,0.3861
93,0.5145
94,0.1305
95,0.09
96,0.7579
97,0.1872
98,0.2556
99,0.4348
100,0.2241
101,0.2617
102,0.325
103,0.2995
104,0.3251
105,0.4323
106,0.9287
107,0.432
108,0.1058
109,0.5253
110,0.2567
111,0.7199
112,0.7874
113,0.7656
114,0.392
115,0.8477
116,0.5251
117,0.4394
118,0.5464
119,0.6854
120,0.268
121,0.3448
122,0.2568
123,0.1631
124,0.8696
125,0.1312
126,0.1763
127,0.3979
128,0.2824
129,0.3249
130,0.6929
131,0.3777
132,0.4516
133,0.5637
134,0.5374
135,0.1867
136,0.5085
137,0.6158
138,0.4027
139,0.6504
140,0.817
141,0.2463
142,0.2079
143,0.1721
144,0.7036
145,0.4121
146,0.4862
147,0.3605
148,0.6105
149,0.9895
150,1.2759
151,0.6321
152,0.4089
153,0.6324
154,0.7938
155,0.0987
156,0.2471
157,0.4433
158,1.1016
159,0.4805
160,0.6164
161,0.2951
162,1.0965
163,0.4756
164,0.4699
165,0.737
166,0.2939
167,0.474
168,1.0499
169,0.5501
170,0.6442
171,1.6029
172,0.6548
173,0.2295
174,0.3074
175,0.684
176,0.6514
177,0.7392
178,0.1638
179,0.5473
180,0.5478
181,0.3634
182,0.2065
183,0.8071
184,0.7962
185,0.2129
186,0.2832
187,1.2641
188,0.3962
189,1.3781
190,0.3069
191,0.1092
192,0.608
193,0.7362
194,0.9022
195,0.828
196,0.4101
197,0.3012
198,0.3523
199,0.5936
200,0.3879
201,0.2904
202,0.6172
203,0.2354
204,0.6157
205,0.576
