,0
0,0.3639
1,0.4282
2,0.3802
3,0.672
4,0.4226
5,0.3904
6,0.6178
7,0.472
8,0.4231
9,0.5137
10,0.4963
11,0.4025
12,0.5241
13,0.5634
14,0.3405
15,0.4796
16,0.467
17,0.5705
18,0.6289
19,0.4174
20,0.4521
21,0.4584
22,0.5547
23,0.3621
24,0.5541
25,0.5275
26,0.3773
27,0.4124
28,0.4725
29,0.4328
30,0.5034
31,0.5449
32,0.3257
33,0.4833
34,0.4034
35,0.5244
36,0.3628
37,0.5672
38,0.54
39,0.4416
40,0.6343
41,0.5683
42,0.4146
43,0.3719
44,0.6041
45,0.4717
46,0.59
47,0.5196
48,0.5377
49,0.4975
50,0.3231
51,0.5381
52,0.4945
53,0.5784
54,0.3042
55,0.4814
56,0.6448
57,0.6333
58,0.5162
59,0.4636
60,0.5566
61,0.5609
62,0.5452
63,0.5395
64,0.6703
65,0.4509
66,0.4429
67,0.49
68,0.4741
69,0.6379
70,0.4086
71,0.4415
72,0.6118
73,0.5261
74,0.5255
75,0.455
76,0.5792
77,0.4422
78,0.4348
79,0.5688
80,0.399
81,0.6438
82,0.7233
83,0.3968
84,0.4274
85,0.6267
86,0.5482
87,0.5827
88,0.4174
89,0.5158
90,0.6056
91,0.654
92,0.5022
93,0.5538
94,0.4406
95,0.5312
96,0.4307
97,0.5248
98,0.5129
99,0.3775
100,0.4568
101,0.4556
102,0.5897
103,0.5822
104,0.4687
105,0.3688
106,0.5
107,0.4094
108,0.4638
109,0.7001
110,0.4151
111,0.5389
112,0.4861
113,0.5593
114,0.4771
115,0.6151
116,0.3494
117,0.4081
118,0.6149
119,0.5386
120,0.5027
121,0.5744
122,0.488
123,0.6512
124,0.5067
125,0.5058
126,0.544
127,0.6806
128,0.5623
129,0.5466
130,0.5373
131,0.6152
132,0.5387
133,0.3805
134,0.6569
135,0.4902
136,0.5167
137,0.4856
138,0.6048
139,0.4446
140,0.674
141,0.5224
142,0.4453
143,0.4256
144,0.5642
145,0.4912
146,0.4601
147,0.5008
148,0.5967
149,0.4793
150,0.5625
151,0.436
152,0.4618
153,0.6504
154,0.4589
155,0.4219
156,0.3754
157,0.5866
158,0.4297
159,0.3894
160,0.5268
161,0.476
162,0.5599
163,0.6763
164,0.5005
165,0.4577
166,0.4118
167,0.5328
168,0.5191
169,0.4992
170,0.3594
171,0.5993
172,0.4022
173,0.6546
174,0.5036
175,0.4264
176,0.5287
177,0.3395
178,0.3829
179,0.6366
180,0.4022
181,0.5291
182,0.5566
183,0.5606
184,0.5091
185,0.3768
186,0.4061
187,0.4076
188,0.4526
189,0.3621
190,0.4372
191,0.4845
192,0.5932
193,0.5958
194,0.6
195,0.4444
196,0.477
197,0.5475
198,0.6537
199,0.5174
200,0.3405
201,0.4581
202,0.6399
203,0.4949
204,0.4816
205,0.5364
206,0.4894
207,0.5917
208,0.5984
209,0.512
210,0.4526
211,0.4514
212,0.565
213,0.5358
214,0.4454
215,0.6667
216,0.3888
217,0.4857
218,0.6481
219,0.5722
220,0.3737
221,0.3813
222,0.5979
223,0.4396
224,0.4963
225,0.4118
226,0.5518
227,0.4842
228,0.5096
229,0.5728
230,0.5276
231,0.4843
232,0.5204
233,0.4049
234,0.4778
235,0.3283
236,0.5241
237,0.5419
238,0.6354
239,0.5874
240,0.5681
241,0.5912
242,0.4803
243,0.4413
244,0.5853
245,0.5915
246,0.475
247,0.4461
248,0.5945
249,0.6475
250,0.4083
251,0.5161
252,0.3135
253,0.5269
254,0.4034
255,0.4257
256,0.4226
257,0.5221
258,0.3319
259,0.4289
260,0.425
261,0.5002
262,0.4694
263,0.445
264,0.4185
265,0.5766
266,0.4324
267,0.5606
268,0.6676
269,0.6777
270,0.5472
271,0.5332
272,0.4615
273,0.5977
274,0.5337
275,0.5687
276,0.4715
277,0.62
278,0.4438
279,0.3725
280,0.3679
281,0.448
282,0.5659
283,0.4247
284,0.5458
285,0.4187
286,0.638
287,0.5529
288,0.522
289,0.4507
290,0.4757
291,0.4555
292,0.4695
293,0.5558
294,0.4063
295,0.3716
296,0.616
297,0.503
298,0.3362
299,0.5997
300,0.5707
301,0.5729
302,0.568
303,0.3767
304,0.351
305,0.5923
306,0.4698
307,0.6402
308,0.3713
309,0.5711
310,0.7196
311,0.5828
312,0.6177
313,0.4728
314,0.6018
315,0.4854
316,0.525
317,0.4837
318,0.565
319,0.6357
320,0.5562
321,0.435
322,0.5401
323,0.3815
324,0.4066
325,0.4387
326,0.3897
327,0.5897
328,0.3624
329,0.524
330,0.6842
331,0.5413
332,0.4768
333,0.425
334,0.6162
335,0.5258
336,0.5101
337,0.603
338,0.5749
339,0.4828
340,0.6044
341,0.4076
342,0.3677
343,0.5735
344,0.5273
345,0.5124
346,0.5311
347,0.3989
348,0.3799
349,0.3389
350,0.4153
351,0.6289
352,0.6072
353,0.4701
354,0.6702
355,0.6834
356,0.6595
357,0.4226
358,0.6462
359,0.541
360,0.4326
361,0.303
362,0.4144
363,0.4418
364,0.6234
365,0.5422
366,0.4208
367,0.4021
368,0.5395
369,0.6975
370,0.5531
371,0.6194
372,0.4423
373,0.4481
374,0.4939
375,0.4373
376,0.3343
377,0.5868
378,0.6057
379,0.7114
380,0.5457
381,0.497
382,0.4986
383,0.5022
384,0.667
385,0.5653
386,0.5845
387,0.6736
388,0.5921
389,0.7067
