,0
0,0.454
1,0.41
2,0.534
3,0.615
4,0.463
5,0.45
6,0.403
7,0.487
8,0.508
9,0.49
10,0.446
11,0.444
12,0.427
13,0.587
14,0.492
15,0.495
16,0.556
17,0.528
18,0.638
19,0.418
20,0.598
21,0.425
22,0.508
23,0.415
24,0.441
25,0.525
26,0.386
27,0.442
28,0.503
29,0.388
30,0.561
31,0.488
32,0.429
33,0.491
34,0.627
35,0.461
36,0.504
37,0.573
38,0.414
39,0.46
40,0.504
41,0.499
42,0.41
43,0.387
44,0.486
45,0.511
46,0.454
47,0.466
48,0.53
49,0.52
50,0.396
51,0.484
52,0.471
53,0.639
54,0.622
55,0.481
56,0.432
57,0.644
58,0.417
59,0.419
60,0.62
61,0.65
62,0.536
63,0.566
64,0.543
65,0.432
66,0.369
67,0.48
68,0.612
69,0.614
70,0.591
71,0.455
72,0.605
73,0.53
74,0.621
75,0.405
76,0.528
77,0.427
78,0.387
79,0.537
80,0.459
81,0.592
82,0.632
83,0.383
84,0.407
85,0.574
86,0.372
87,0.529
88,0.488
89,0.501
90,0.407
91,0.585
92,0.61
93,0.57
94,0.548
95,0.588
96,0.467
97,0.499
98,0.612
99,0.434
100,0.425
101,0.424
102,0.451
103,0.509
104,0.481
105,0.396
106,0.371
107,0.444
108,0.616
109,0.627
110,0.517
111,0.47
112,0.447
113,0.596
114,0.508
115,0.589
116,0.473
117,0.472
118,0.366
119,0.627
120,0.38
121,0.642
122,0.495
123,0.593
124,0.435
125,0.504
126,0.57
127,0.61
128,0.572
129,0.523
130,0.398
131,0.616
132,0.397
133,0.387
134,0.586
135,0.451
136,0.492
137,0.53
138,0.489
139,0.489
140,0.592
141,0.509
142,0.369
143,0.482
144,0.616
145,0.552
146,0.423
147,0.452
148,0.572
149,0.432
150,0.623
151,0.49
152,0.412
153,0.571
154,0.611
155,0.444
156,0.574
157,0.581
158,0.489
159,0.41
160,0.556
161,0.524
162,0.441
163,0.615
164,0.398
165,0.438
166,0.479
167,0.573
168,0.372
169,0.502
170,0.418
171,0.649
172,0.425
173,0.597
174,0.635
175,0.432
176,0.524
177,0.358
178,0.625
179,0.623
180,0.643
181,0.548
182,0.355
183,0.519
184,0.474
185,0.375
186,0.513
187,0.374
188,0.535
189,0.415
190,0.465
191,0.463
192,0.461
193,0.57
194,0.539
195,0.463
196,0.447
197,0.612
198,0.517
199,0.459
200,0.367
201,0.526
202,0.58
203,0.468
204,0.439
205,0.587
206,0.368
207,0.555
208,0.439
209,0.553
210,0.43
211,0.472
212,0.448
213,0.625
214,0.64
215,0.635
216,0.356
217,0.431
218,0.625
219,0.61
220,0.475
221,0.419
222,0.376
223,0.509
224,0.623
225,0.445
226,0.503
227,0.524
228,0.392
229,0.544
230,0.371
231,0.529
232,0.598
233,0.399
234,0.552
235,0.381
236,0.519
237,0.607
238,0.613
239,0.585
240,0.379
241,0.621
242,0.41
243,0.397
244,0.634
245,0.566
246,0.554
247,0.397
248,0.378
249,0.607
250,0.52
251,0.475
252,0.584
253,0.474
254,0.614
255,0.485
256,0.541
257,0.509
258,0.466
259,0.441
260,0.438
261,0.551
262,0.599
263,0.422
264,0.476
265,0.642
266,0.41
267,0.554
268,0.468
269,0.626
270,0.381
