,0
0,0.457
1,0.41
2,0.5791
3,0.615
4,0.4781
5,0.45
6,0.3827
7,0.487
8,0.5695
9,0.49
10,0.3882
11,0.444
12,0.4754
13,0.587
14,0.5623
15,0.495
16,0.5843
17,0.528
18,0.6465
19,0.418
20,0.5943
21,0.425
22,0.543
23,0.415
24,0.4858
25,0.525
26,0.3382
27,0.442
28,0.4826
29,0.388
30,0.5063
31,0.488
32,0.4585
33,0.491
34,0.7103
35,0.461
36,0.5322
37,0.573
38,0.4234
39,0.46
40,0.4679
41,0.499
42,0.3615
43,0.387
44,0.4866
45,0.511
46,0.423
47,0.466
48,0.4687
49,0.52
50,0.3928
51,0.484
52,0.4542
53,0.639
54,0.59
55,0.481
56,0.4222
57,0.644
58,0.3784
59,0.419
60,0.5541
61,0.65
62,0.5574
63,0.566
64,0.6215
65,0.432
66,0.3209
67,0.48
68,0.671
69,0.614
70,0.615
71,0.455
72,0.5618
73,0.53
74,0.6921
75,0.405
76,0.5187
77,0.427
78,0.3485
79,0.537
80,0.5261
81,0.592
82,0.5782
83,0.383
84,0.4091
85,0.574
86,0.406
87,0.529
88,0.4641
89,0.501
90,0.416
91,0.585
92,0.634
93,0.57
94,0.5113
95,0.588
96,0.4744
97,0.499
98,0.5424
99,0.434
100,0.4254
101,0.424
102,0.4087
103,0.509
104,0.5402
105,0.396
106,0.3609
107,0.444
108,0.626
109,0.627
110,0.5186
111,0.47
112,0.4565
113,0.596
114,0.5132
115,0.589
116,0.4776
117,0.472
118,0.3676
119,0.627
120,0.3696
121,0.642
122,0.4448
123,0.593
124,0.393
125,0.504
126,0.5227
127,0.61
128,0.6469
129,0.523
130,0.4283
131,0.616
132,0.4496
133,0.387
134,0.5205
135,0.451
136,0.5408
137,0.53
138,0.54
139,0.489
140,0.579
141,0.509
142,0.3303
143,0.482
144,0.607
145,0.552
146,0.4186
147,0.452
148,0.5933
149,0.432
150,0.6723
151,0.49
152,0.3579
153,0.571
154,0.5885
155,0.444
156,0.5361
157,0.581
158,0.4882
159,0.41
160,0.5307
161,0.524
162,0.4915
163,0.615
164,0.4356
165,0.438
166,0.4654
167,0.573
168,0.4202
169,0.502
170,0.3937
171,0.649
172,0.4474
173,0.597
174,0.6958
175,0.432
176,0.5484
177,0.358
178,0.6525
179,0.623
180,0.7151
181,0.548
182,0.3211
183,0.519
184,0.4169
185,0.375
186,0.479
187,0.374
188,0.6016
189,0.415
190,0.4157
191,0.463
192,0.5161
193,0.57
194,0.515
195,0.463
196,0.4803
197,0.612
198,0.4474
199,0.459
200,0.3457
201,0.526
202,0.5083
203,0.468
204,0.4041
205,0.587
206,0.3991
207,0.555
208,0.4582
209,0.553
210,0.461
211,0.472
212,0.4989
213,0.625
214,0.6705
215,0.635
216,0.344
217,0.431
218,0.6928
219,0.61
220,0.4817
221,0.419
222,0.4272
223,0.509
224,0.6483
225,0.445
226,0.563
227,0.524
228,0.3358
229,0.544
230,0.3986
231,0.529
232,0.622
233,0.399
234,0.6
235,0.381
236,0.48
237,0.607
238,0.5239
239,0.585
240,0.4225
241,0.621
242,0.4222
243,0.397
244,0.6383
245,0.566
246,0.4755
247,0.397
248,0.34
249,0.607
250,0.5313
251,0.475
252,0.5012
253,0.474
254,0.6148
255,0.485
256,0.4804
257,0.509
258,0.5125
259,0.441
260,0.4584
261,0.551
262,0.5177
263,0.422
264,0.4907
265,0.642
266,0.3546
267,0.554
268,0.5001
269,0.626
270,0.4295
271,0.574
272,0.4023
273,0.642
274,0.488
275,0.607
276,0.4903
277,0.587
278,0.3829
279,0.42
280,0.5569
281,0.393
282,0.5265
283,0.468
284,0.3901
285,0.381
286,0.5536
287,0.65
288,0.6
289,0.502
290,0.5845
291,0.489
292,0.3967
293,0.55
294,0.5717
295,0.434
296,0.6057
297,0.478
298,0.4839
299,0.546
300,0.5297
301,0.53
302,0.5965
303,0.38
304,0.5236
305,0.575
306,0.3339
307,0.589
308,0.4219
309,0.604
310,0.573
311,0.511
312,0.5239
313,0.458
314,0.4499
315,0.48
316,0.507
317,0.526
318,0.3972
319,0.61
320,0.4478
321,0.477
322,0.3351
323,0.42
324,0.463
325,0.425
326,0.3423
327,0.642
328,0.3578
329,0.556
330,0.4002
331,0.541
332,0.5027
333,0.402
334,0.3178
335,0.546
336,0.5682
337,0.532
338,0.4146
339,0.508
340,0.55
341,0.479
342,0.404
343,0.65
344,0.3326
345,0.497
346,0.5827
347,0.433
348,0.3943
349,0.388
350,0.4544
351,0.55
352,0.6275
353,0.481
354,0.3497
355,0.601
356,0.5002
357,0.407
358,0.6578
359,0.556
360,0.568
361,0.355
362,0.4629
363,0.479
364,0.5668
365,0.624
366,0.4606
367,0.453
368,0.6494
369,0.629
370,0.6516
371,0.607
372,0.5939
373,0.452
374,0.3438
375,0.394
376,0.5001
377,0.62
378,0.5795
379,0.631
380,0.4681
381,0.514
382,0.5974
383,0.46
384,0.6533
385,0.605
386,0.6796
387,0.615
388,0.6355
389,0.622
390,0.5808
391,0.368
392,0.6141
393,0.406
394,0.4973
395,0.508
396,0.4273
397,0.428
398,0.5543
399,0.419
400,0.6952
401,0.454
402,0.5855
403,0.629
404,0.4835
405,0.49
406,0.4264
407,0.36
408,0.6029
409,0.616
410,0.4084
411,0.538
412,0.6513
413,0.411
414,0.383
415,0.366
416,0.5415
417,0.501
418,0.6315
419,0.57
420,0.3708
421,0.497
422,0.5216
423,0.57
424,0.3538
425,0.399
426,0.6736
427,0.384
428,0.4865
429,0.544
430,0.4978
431,0.531
432,0.5104
433,0.493
434,0.4929
435,0.557
436,0.4367
437,0.428
438,0.5875
439,0.501
440,0.451
441,0.636
442,0.4872
443,0.401
444,0.4012
445,0.535
446,0.5738
447,0.545
448,0.5731
449,0.374
450,0.6771
451,0.39
452,0.334
453,0.554
454,0.5015
455,0.631
456,0.4162
457,0.601
458,0.5483
459,0.413
460,0.6892
461,0.516
462,0.631
463,0.57
464,0.3591
465,0.478
466,0.3333
467,0.572
468,0.4579
469,0.572
470,0.4053
471,0.356
472,0.461
473,0.428
474,0.3844
475,0.489
476,0.4284
477,0.604
478,0.462
479,0.479
480,0.4854
481,0.412
482,0.5458
483,0.565
484,0.5222
485,0.458
486,0.5312
487,0.471
488,0.4829
489,0.396
490,0.7312
491,0.491
492,0.6211
493,0.541
494,0.6823
495,0.355
496,0.5096
497,0.517
498,0.4123
499,0.577
500,0.4867
501,0.643
502,0.4699
503,0.487
504,0.7251
505,0.51
506,0.4246
507,0.553
508,0.4047
509,0.597
510,0.5461
511,0.521
512,0.615
513,0.475
514,0.5811
515,0.469
516,0.5936
517,0.621
518,0.5372
519,0.362
520,0.4953
521,0.635
522,0.3819
523,0.557
524,0.4228
525,0.398
526,0.4615
527,0.591
528,0.3506
529,0.56
530,0.4251
531,0.547
532,0.4763
533,0.481
534,0.4652
535,0.351
536,0.5203
537,0.583
538,0.3958
539,0.424
540,0.4928
541,0.365
542,0.4208
543,0.389
544,0.5402
545,0.458
546,0.523
547,0.441
548,0.5214
549,0.374
550,0.3637
551,0.6
552,0.5746
553,0.4
554,0.5787
555,0.4
556,0.4239
557,0.485
558,0.5658
559,0.611
560,0.5454
561,0.436
562,0.6623
563,0.386
564,0.4164
