,0
0,0.49
1,0.694
2,0.6683
3,0.414
4,0.5238
5,0.256
6,0.5371
7,0.156
8,0.2949
9,0.776
10,0.3533
11,0.617
12,0.564
13,0.314
14,0.3262
15,0.423
16,0.5759
17,0.609
18,0.5116
19,0.596
20,0.708
21,0.269
22,0.494
23,0.718
24,0.8915
25,0.445
26,0.763
27,0.722
28,0.4889
29,0.462
30,0.3022
31,0.79
32,0.8293
33,0.522
34,0.5328
35,0.228
36,0.1428
37,0.194
38,0.512
39,0.679
40,0.2478
41,0.496
42,0.6297
43,0.746
44,0.905
45,0.61
46,0.2071
47,0.178
48,0.2295
49,0.459
50,0.139
51,0.374
52,0.8777
53,0.637
54,0.9175
55,0.484
56,0.4196
57,0.8
58,0.5391
59,0.532
60,0.2464
61,0.262
62,0.6152
63,0.664
64,0.2069
65,0.783
66,0.1827
67,0.524
68,0.285
69,0.731
70,0.4331
71,0.757
72,0.6968
73,0.6
74,0.3701
75,0.531
76,0.722
77,0.535
78,0.7246
79,0.411
80,0.7181
81,0.529
82,0.2599
83,0.543
84,0.3503
85,0.564
86,0.2612
87,0.569
88,0.8033
89,0.409
90,0.3082
91,0.783
92,0.2355
93,0.746
94,0.5503
95,0.742
96,0.1736
97,0.19
98,0.3532
99,0.818
100,0.1735
101,0.188
102,0.5349
103,0.495
104,0.7844
105,0.645
106,0.5697
107,0.84
108,0.2457
109,0.527
110,0.7288
111,0.201
112,0.524
113,0.434
114,0.6768
115,0.552
116,0.5929
117,0.33
118,0.4837
119,0.725
120,0.888
121,0.543
122,0.7829
123,0.381
124,0.5838
125,0.461
126,0.625
127,0.664
128,0.4513
129,0.152
130,0.4465
131,0.397
132,0.5082
133,0.504
134,0.4052
135,0.63
136,0.6134
137,0.655
138,0.1804
139,0.204
140,0.463
141,0.797
142,0.7577
143,0.327
144,0.5574
145,0.351
146,0.4726
147,0.54
148,0.3863
149,0.728
150,0.5499
151,0.279
152,0.2144
153,0.375
154,0.4268
155,0.69
156,0.7024
157,0.635
158,0.5679
159,0.727
160,0.7536
161,0.63
162,0.4108
163,0.689
164,0.3657
165,0.314
166,0.4858
167,0.512
168,0.4422
169,0.363
170,0.7742
171,0.305
172,0.5538
173,0.837
174,0.3397
175,0.679
176,0.5407
177,0.251
178,0.4007
179,0.572
180,0.4999
181,0.749
182,0.4743
183,0.618
184,0.3419
185,0.614
186,0.6494
187,0.754
188,0.5168
189,0.176
190,0.4389
191,0.664
192,0.1837
193,0.627
194,0.8344
195,0.491
196,0.1642
197,0.456
198,0.3394
199,0.243
200,0.1686
201,0.542
202,0.1849
203,0.711
204,0.7651
205,0.802
206,0.1464
207,0.59
208,0.6807
209,0.309
210,0.662
211,0.529
212,0.1979
213,0.648
214,0.4492
215,0.842
216,0.2199
217,0.808
218,0.743
219,0.413
220,0.8084
221,0.189
222,0.4176
223,0.664
224,0.308
225,0.398
226,0.7465
227,0.151
228,0.1446
229,0.567
230,0.7667
231,0.226
232,0.3424
233,0.328
234,0.9028
235,0.672
236,0.6615
237,0.538
238,0.2382
239,0.251
240,0.5527
241,0.226
242,0.6678
243,0.292
244,0.3211
245,0.69
246,0.3531
247,0.456
248,0.4914
249,0.747
250,0.6896
251,0.803
252,0.7892
253,0.694
254,0.4371
255,0.632
256,0.8412
257,0.207
258,0.6822
259,0.246
260,0.5625
261,0.347
262,0.5778
263,0.845
264,0.6906
265,0.167
266,0.1597
267,0.239
268,0.5346
269,0.621
270,0.3675
271,0.178
272,0.2098
273,0.592
274,0.4469
275,0.352
276,0.8087
277,0.247
278,0.7223
279,0.532
280,0.4574
