,0
0,0.4047
1,0.4653
2,0.3967
3,0.7267
4,0.4548
5,0.533
6,0.5314
7,0.444
8,0.3602
9,0.3183
10,0.4567
11,0.5137
12,0.4648
13,0.4408
14,0.2944
15,0.5081
16,0.4407
17,0.5536
18,0.7202
19,0.333
20,0.4213
21,0.3521
22,0.5382
23,0.4694
24,0.5636
25,0.5388
26,0.383
27,0.3511
28,0.4773
29,0.4191
30,0.4415
31,0.593
32,0.3615
33,0.4048
34,0.3923
35,0.3805
36,0.3522
37,0.517
38,0.5327
39,0.3859
40,0.5882
41,0.4221
42,0.4236
43,0.3523
44,0.5857
45,0.6302
46,0.5391
47,0.4509
48,0.4778
49,0.7157
50,0.2982
51,0.6533
52,0.447
53,0.5716
54,0.3441
55,0.6172
56,0.7303
57,0.5393
58,0.4573
59,0.3949
60,0.5352
61,0.6324
62,0.5142
63,0.7086
64,0.6628
65,0.5683
66,0.4651
67,0.4754
68,0.4483
69,0.6317
70,0.3847
71,0.4002
72,0.6371
73,0.5147
74,0.5449
75,0.4344
76,0.5641
77,0.3747
78,0.4764
79,0.4449
80,0.4191
81,0.5502
82,0.6986
83,0.356
84,0.4282
85,0.5826
86,0.5702
87,0.4838
88,0.3815
89,0.7021
90,0.5679
91,0.5001
92,0.5619
93,0.7392
94,0.4022
95,0.5985
96,0.4901
97,0.4187
98,0.5135
99,0.3772
100,0.4382
101,0.4944
102,0.6376
103,0.5761
104,0.4946
105,0.4058
106,0.4558
107,0.5777
108,0.3949
109,0.7138
110,0.4234
111,0.4649
112,0.4366
113,0.7357
114,0.525
115,0.5606
116,0.3016
117,0.5829
118,0.5684
119,0.6738
120,0.477
121,0.7391
122,0.4352
123,0.4051
124,0.4335
125,0.5474
126,0.6069
127,0.7682
128,0.4959
129,0.5481
130,0.5903
131,0.6503
132,0.6148
133,0.2964
134,0.6607
135,0.4309
136,0.4502
137,0.6426
138,0.5437
139,0.5253
140,0.7539
141,0.4872
142,0.4442
143,0.4507
144,0.5466
145,0.5865
146,0.3965
147,0.5158
148,0.5071
149,0.3256
150,0.5283
151,0.4599
152,0.4469
153,0.455
154,0.4718
155,0.4423
156,0.3979
157,0.6717
158,0.4461
159,0.4062
160,0.4542
161,0.4127
162,0.6057
163,0.4924
164,0.5481
165,0.3299
166,0.3756
167,0.596
168,0.5423
169,0.4415
170,0.3621
171,0.7706
172,0.3903
173,0.7488
174,0.4494
175,0.519
176,0.5075
177,0.454
178,0.3842
179,0.7
180,0.3422
181,0.4601
182,0.4826
183,0.5851
184,0.5719
185,0.4067
186,0.4663
187,0.417
188,0.4505
189,0.3295
190,0.4771
191,0.5979
192,0.5242
193,0.4442
194,0.5243
195,0.4348
196,0.5442
197,0.7168
198,0.7418
199,0.4797
200,0.3806
201,0.5679
202,0.589
203,0.3366
204,0.4226
205,0.4917
206,0.5265
207,0.5821
208,0.5231
209,0.517
210,0.4477
211,0.4609
212,0.5038
213,0.6605
214,0.3896
215,0.5507
216,0.3707
217,0.367
218,0.708
219,0.4671
220,0.4123
221,0.4181
222,0.5659
223,0.4565
224,0.462
225,0.5295
226,0.5292
227,0.5055
228,0.5831
229,0.5803
230,0.5543
231,0.463
232,0.5534
233,0.456
234,0.5059
235,0.3541
236,0.4987
237,0.7185
238,0.5559
239,0.6329
240,0.6402
241,0.5902
242,0.4711
243,0.3994
244,0.6031
245,0.595
246,0.4666
247,0.4384
248,0.6654
249,0.7712
250,0.3884
251,0.4837
252,0.3182
253,0.6259
254,0.4449
255,0.5433
256,0.4359
257,0.5379
258,0.3625
259,0.5167
260,0.4828
261,0.526
262,0.5281
263,0.4098
264,0.4361
265,0.5574
266,0.4053
267,0.6193
268,0.755
269,0.6282
270,0.5985
271,0.5974
272,0.5264
273,0.7875
274,0.5436
