,0
0,0.319
1,0.834
2,0.538
3,0.845
4,0.375
5,0.768
6,0.683
7,0.647
8,0.417
9,0.495
10,0.819
11,0.217
12,0.293
13,0.352
14,0.805
15,0.748
16,0.261
17,0.285
18,0.831
19,0.7
20,0.156
21,0.818
22,0.789
23,0.549
24,0.476
25,0.768
26,0.292
27,0.305
28,0.5
29,0.362
30,0.171
31,0.405
32,0.662
33,0.304
34,0.207
35,0.303
36,0.572
37,0.809
38,0.737
39,0.169
40,0.666
41,0.834
42,0.588
43,0.182
44,0.318
45,0.641
46,0.685
47,0.771
48,0.606
49,0.434
50,0.676
51,0.514
52,0.252
53,0.759
54,0.654
55,0.251
56,0.717
57,0.35
58,0.442
59,0.54
60,0.765
61,0.485
62,0.382
63,0.238
64,0.744
65,0.441
66,0.345
67,0.849
68,0.485
69,0.734
70,0.539
71,0.261
72,0.236
73,0.458
74,0.777
75,0.372
76,0.644
77,0.611
78,0.451
79,0.498
80,0.811
81,0.284
82,0.176
83,0.77
84,0.361
85,0.53
86,0.259
87,0.687
88,0.721
89,0.308
90,0.343
91,0.161
92,0.281
93,0.468
94,0.7
95,0.426
96,0.719
97,0.296
98,0.659
99,0.232
100,0.38
101,0.164
102,0.768
103,0.582
104,0.156
105,0.39
106,0.82
107,0.366
108,0.332
109,0.346
110,0.477
111,0.31
112,0.509
113,0.443
114,0.849
115,0.216
116,0.618
117,0.344
118,0.152
119,0.241
120,0.219
121,0.687
122,0.332
123,0.707
124,0.161
125,0.413
126,0.376
127,0.376
128,0.562
129,0.354
130,0.652
131,0.624
132,0.452
133,0.846
134,0.743
135,0.254
136,0.177
137,0.366
138,0.77
139,0.17
140,0.247
141,0.237
142,0.251
143,0.277
144,0.655
145,0.504
146,0.234
147,0.678
148,0.823
149,0.612
150,0.593
151,0.679
152,0.456
153,0.842
154,0.743
155,0.586
156,0.202
157,0.8
158,0.372
159,0.835
160,0.376
161,0.235
162,0.494
163,0.607
164,0.832
165,0.378
166,0.372
167,0.579
168,0.549
169,0.322
170,0.725
171,0.711
172,0.365
173,0.193
174,0.456
175,0.199
176,0.527
177,0.281
178,0.289
179,0.296
180,0.37
181,0.688
182,0.444
183,0.436
184,0.805
185,0.391
186,0.306
187,0.84
188,0.191
189,0.312
190,0.631
191,0.839
192,0.64
193,0.578
194,0.784
195,0.838
196,0.718
197,0.361
198,0.335
199,0.647
200,0.163
201,0.479
202,0.217
203,0.791
204,0.331
205,0.158
206,0.838
207,0.306
208,0.811
209,0.309
210,0.568
211,0.392
212,0.645
213,0.185
214,0.39
215,0.68
216,0.831
217,0.674
218,0.686
219,0.177
220,0.501
221,0.595
222,0.835
223,0.782
224,0.564
225,0.552
226,0.151
227,0.779
228,0.743
229,0.259
230,0.717
231,0.159
232,0.709
233,0.195
234,0.524
235,0.252
236,0.211
237,0.812
238,0.76
